schema_version,record_type,id,unit_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,provenance
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0097,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,97,111Eb,111Eb,177,184,7044,7099,7721,7776,\bigcup_{n\ge 4}E_n=\bigcup_{n\in\Bbb N}E'_n\in\Sigma,\bigcup_{n\ge 4}E_n=\bigcup_{n\in\Bbb N}E'_n\in\Sigma,06a1e996f6bb4740a0040ab42dfad087da9a194f1c4cfd70f921800c73a93148,06a1e996f6bb4740a0040ab42dfad087da9a194f1c4cfd70f921800c73a93148,6ff3afea6434e08938d1556c9f06a12c59ae61c41e273affb1b7724aca11302e,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0098,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,98,111Eb,111Eb,179,186,7161,7169,7851,7859,\Bbb Z,\Bbb Z,6d82885d4cb65f259e0d7dec5e20293da0cc5561e2d6517eea525a1227dd7e9c,6d82885d4cb65f259e0d7dec5e20293da0cc5561e2d6517eea525a1227dd7e9c,9a83b839980607a32bc09b844ff2f2540b6de8b2de246f55b0fa4a09c6346edc,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0099,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,99,111Eb,111Eb,180,186,7174,7182,7864,7872,\Bbb Q,\Bbb Q,d61b673adb0b234dd1461084cb712bec9afbf7fe0e2336355ca6cc155d290d2b,d61b673adb0b234dd1461084cb712bec9afbf7fe0e2336355ca6cc155d290d2b,31203c85934b4f1eeeca0fd513581a0e776a01d8898b03127b302b197054c517,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0100,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,100,111Eb,111Eb,180,187,7208,7241,7918,7951,\langle k_n\rangle_{n\in\Bbb N},\langle k_n\rangle_{n\in\Bbb N},ddf4f47abda3e876040561e3ca8ae1bdede5fa2ae8acef40db93f95415913d30,ddf4f47abda3e876040561e3ca8ae1bdede5fa2ae8acef40db93f95415913d30,49f82d088ddd12ddcf1c899a9e685dcbd13c49b481d82dec65f692d7064ed273,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0101,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,101,111Eb,111Eb,181,188,7259,7292,7982,8015,\langle q_n\rangle_{n\in\Bbb N},\langle q_n\rangle_{n\in\Bbb N},4bdc6448b9b9c42ded06e970774c0f4c787447744b142bb084586912f3cce649,4bdc6448b9b9c42ded06e970774c0f4c787447744b142bb084586912f3cce649,5f3ff6748111904afd65eb66c3f76fae8016afa0917f8567148df929f2b940c0,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0102,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,102,111Eb,111Eb,182,189,7367,7372,8107,8112,k_n,k_n,b35f8ec2c58ce5a06cf9ddca72fa039801cfaf48a5b2ddfdced7ef87568b2b5e,b35f8ec2c58ce5a06cf9ddca72fa039801cfaf48a5b2ddfdced7ef87568b2b5e,b35f8ec2c58ce5a06cf9ddca72fa039801cfaf48a5b2ddfdced7ef87568b2b5e,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0103,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,103,111Eb,111Eb,183,191,7429,7434,8192,8197,q_n,q_n,4a77ffe628ff771ac5cb7d062446b24da68fca3d16229a506a867bec57faf2ab,4a77ffe628ff771ac5cb7d062446b24da68fca3d16229a506a867bec57faf2ab,4a77ffe628ff771ac5cb7d062446b24da68fca3d16229a506a867bec57faf2ab,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0104,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,104,111Eb,111Eb,184,191,7460,7490,8215,8245,n\mapsto k_n:\Bbb N\to\Bbb Z,n\mapsto k_n:\Bbb N\to\Bbb Z,76267a9438939198110e21e08623755df590687761964075150c18d61ea75c19,76267a9438939198110e21e08623755df590687761964075150c18d61ea75c19,9bb8e9c1552c456278969ec9dd16ce371f2dbdf0f7bbc857078c094b58fcbfa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0105,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,105,111Eb,111Eb,185,192,7495,7525,8250,8280,n\mapsto q_n:\Bbb N\to\Bbb Q,n\mapsto q_n:\Bbb N\to\Bbb Q,f96106d50e9f41b84a2c82f00998d1045acca263107a58b77b3d484f7aff47a8,f96106d50e9f41b84a2c82f00998d1045acca263107a58b77b3d484f7aff47a8,0b18d73f16766a3bd2729731d4080e274ccf095405582be1123eeb82e595da52,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0106,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,106,111Eb,111Eb,187,196,7611,7783,8385,8581,"\eqalign{k_n&=\Bover{n}2\text{ for even }n,\cr
&=-\Bover{n+1}2\text{ for odd }n,\cr
q_n&=\Bover{n-m^3-m^2}{m+1}
  \text{ if }m\in\Bbb N\text{ and }m^3\le n<(m+1)^3.\cr}","\eqalign{k_n&=\Bover{n}2\text{ untuk }n\text{ genap},\cr
&=-\Bover{n+1}2\text{ untuk }n\text{ ganjil},\cr
q_n&=\Bover{n-m^3-m^2}{m+1}
  \text{ jika }m\in\Bbb N\text{ dan }m^3\le n<(m+1)^3.\cr}",165dac7498472ad1b4bb3e6b887a2f323a9d1ba80b9c28d9f8ddf551fe017138,b1de860710deda2348b378a9d7d1115e3f85af02520df1ac134424aeb9526cb8,5e6fd5489d29498e4b8d8bf2bf8e257ccc7cc63c4d61fc6c457abae53fd481fb,$$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0107,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,107,111Eb,111Eb,194,203,7903,7928,8737,8762,\bigcup_{n\in\Bbb Z}E_n,\bigcup_{n\in\Bbb Z}E_n,7d12ad07841ffef9a8b6f2732d1bcbb8ad20ffd7d7a647a52152f766c4ba8d91,7d12ad07841ffef9a8b6f2732d1bcbb8ad20ffd7d7a647a52152f766c4ba8d91,ca5de9d65c2a5c0abfc2f7741d83d921fc3db19698505aa072c90b4fea8c2a51,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0108,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,108,111Eb,111Eb,196,206,7954,7977,8799,8822,E'_n=E_{k_n}\in\Sigma,E'_n=E_{k_n}\in\Sigma,038c5911375eb6f78b9e29ac575c8fa5c01fdc46419bf272b4de1b3959f87bcb,038c5911375eb6f78b9e29ac575c8fa5c01fdc46419bf272b4de1b3959f87bcb,038c5911375eb6f78b9e29ac575c8fa5c01fdc46419bf272b4de1b3959f87bcb,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0109,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,109,111Eb,111Eb,198,208,7994,8006,8841,8853,n\in\Bbb N,n\in\Bbb N,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,02bb197ae0de627eb1861382dcf81826f92f1895770d739be7f05b2435488186,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0110,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,110,111Eb,111Eb,200,210,8029,8117,8877,8965,"\bigcup_{n\in\Bbb Z}E_n=\bigcup_{n\in\Bbb N}E_{k_n}
=\bigcup_{n\in\Bbb N}E'_n\in\Sigma","\bigcup_{n\in\Bbb Z}E_n=\bigcup_{n\in\Bbb N}E_{k_n}
=\bigcup_{n\in\Bbb N}E'_n\in\Sigma",7da9e37b5d249cf45640fd65cfc6191ff18cfa75c2b7315eeafdacf21a9fd7e4,7da9e37b5d249cf45640fd65cfc6191ff18cfa75c2b7315eeafdacf21a9fd7e4,4584a7b88b26e9ad63b99c5ddacab056c78dea28551e464f7a6a55afcc0dac3e,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0111,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,111,111Eb,111Eb,205,215,8177,8240,9039,9102,"\bigcup_{q\in\Bbb Q}E_q
=\bigcup_{n\in\Bbb N}E_{q_n}\in\Sigma","\bigcup_{q\in\Bbb Q}E_q
=\bigcup_{n\in\Bbb N}E_{q_n}\in\Sigma",223857c0194a9cf4fc75b7ba3cd98074666686b1802bc106d97550ebc0ac5499,223857c0194a9cf4fc75b7ba3cd98074666686b1802bc106d97550ebc0ac5499,0143d4976921dafbabfd0921258096adc2efbf365439598175c1b399629bb5e4,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0112,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,112,111Eb,111Eb,208,218,8269,8290,9137,9158,\bigcup_{n\ge 4}E_n,\bigcup_{n\ge 4}E_n,5e0c1d9346e38b88abd6ceede20068a1d1013b05478321fe34130034ef7fa46d,5e0c1d9346e38b88abd6ceede20068a1d1013b05478321fe34130034ef7fa46d,b61f21a33e7dc85161a85950be8d093d6f1c4eccbd4c8056a3f2aeeadb6409de,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0113,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,113,111Eb,111Eb,210,219,8359,8373,9218,9232,n\mapsto n+4,n\mapsto n+4,b48bc75f7c02af087035f615ad35d1261bdc796abc74c14b44ec3b2c5ef083e5,b48bc75f7c02af087035f615ad35d1261bdc796abc74c14b44ec3b2c5ef083e5,4e0df78cebac4cce6119d670a175f9fc1b068cc94a8a01b49b9117a188bebf70,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0114,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,114,111Eb,111Eb,211,220,8395,8403,9254,9262,\Bbb N,\Bbb N,83cf45f141bcc461fe374a41478f34683805f99cdd68774c39adbb540a1867e8,83cf45f141bcc461fe374a41478f34683805f99cdd68774c39adbb540a1867e8,7a5c8f64045b98184eb0aeb0e75d1f7fc2976b2635d0b631b4b1da04dff5a457,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0115,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111EB,115,111Eb,111Eb,211,220,8409,8429,9266,9286,"\{4,5,6,7,\ldots\}","\{4,5,6,7,\ldots\}",9b3aa30b4d4f510e05bf0abc6d0ba54c78619acf53532b1b70769963b6d1c17c,9b3aa30b4d4f510e05bf0abc6d0ba54c78619acf53532b1b70769963b6d1c17c,9b3aa30b4d4f510e05bf0abc6d0ba54c78619acf53532b1b70769963b6d1c17c,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0116,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,116,111F,111Fa,216,224,8528,8542,9396,9410,\{n:n\ge 4\},\{n:n\ge 4\},03c454e5ec1871195cd13eaadf2e7cd583de7aafd20f87824c4ec1d39225bd67,03c454e5ec1871195cd13eaadf2e7cd583de7aafd20f87824c4ec1d39225bd67,0e43e78d9daba5e83b83af426c663af5723aa6f6a4271421780f750866e33c2b,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0117,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,117,111F,111Fa,216,224,8544,8552,9412,9420,\Bbb Z,\Bbb Z,6d82885d4cb65f259e0d7dec5e20293da0cc5561e2d6517eea525a1227dd7e9c,6d82885d4cb65f259e0d7dec5e20293da0cc5561e2d6517eea525a1227dd7e9c,9a83b839980607a32bc09b844ff2f2540b6de8b2de246f55b0fa4a09c6346edc,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0118,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,118,111F,111Fa,217,224,8557,8565,9426,9434,\Bbb Q,\Bbb Q,d61b673adb0b234dd1461084cb712bec9afbf7fe0e2336355ca6cc155d290d2b,d61b673adb0b234dd1461084cb712bec9afbf7fe0e2336355ca6cc155d290d2b,31203c85934b4f1eeeca0fd513581a0e776a01d8898b03127b302b197054c517,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0119,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,119,111F,111Fa,219,227,8734,8737,9621,9624,K,K,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0120,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,120,111F,111Fa,220,228,8809,8817,9713,9721,\Bbb N,\Bbb N,83cf45f141bcc461fe374a41478f34683805f99cdd68774c39adbb540a1867e8,83cf45f141bcc461fe374a41478f34683805f99cdd68774c39adbb540a1867e8,7a5c8f64045b98184eb0aeb0e75d1f7fc2976b2635d0b631b4b1da04dff5a457,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0121,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,121,111F,111Fa,220,228,8823,8826,9725,9728,K,K,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0122,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,122,111F,111Fa,221,229,8847,8855,9750,9758,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0123,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,123,111F,111Fa,221,229,8861,8869,9780,9788,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0124,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,124,111F,111Fa,222,230,8890,8920,9793,9822,\langle  E_k\rangle_{k\in K},\langle E_k\rangle_{k\in K},f48ebec76046d5b71230d5710d046b6440749c65e76adea00f7a668ace376de0,2486d404f3a2e7043a641e72c8019b476df9803fa8db601f755cacb09f42c438,f24db20761b2b220c850ea03d7741a3a081fcba11514a039b6d2a7f1f8a23eb4,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0125,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,125,111F,111Fa,222,230,8936,8944,9848,9856,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0126,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,126,111F,111Fa,222,231,8956,8959,9876,9879,K,K,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0127,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,127,111F,111Fa,223,231,8966,8996,9886,9916,\bigcup_{k\in K}E_k\in\Sigma,\bigcup_{k\in K}E_k\in\Sigma,12dc074f9b75faaadd4cc960fc8298efcc886b9ff7639b60d118dfef92b5fdc9,12dc074f9b75faaadd4cc960fc8298efcc886b9ff7639b60d118dfef92b5fdc9,fffefd5fdc967a10ac97f2fade1e81068d7eb69e292afbfebbf7d16314d26f66,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0128,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,128,111F,111Fa,224,232,9023,9049,9946,9972,n\mapsto k_n:\Bbb N\to K,n\mapsto k_n:\Bbb N\to K,6760a9e187d1a1226ee6437ce00c2d3259d701ac3be8e58e2750952f4a4dc476,6760a9e187d1a1226ee6437ce00c2d3259d701ac3be8e58e2750952f4a4dc476,f40332adde384703918315bf8ce366d826e411b5561c60e3814ef98b9b9cab97,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0129,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,129,111F,111Fa,224,233,9072,9095,10001,10024,E'_n=E_{k_n}\in\Sigma,E'_n=E_{k_n}\in\Sigma,038c5911375eb6f78b9e29ac575c8fa5c01fdc46419bf272b4de1b3959f87bcb,038c5911375eb6f78b9e29ac575c8fa5c01fdc46419bf272b4de1b3959f87bcb,038c5911375eb6f78b9e29ac575c8fa5c01fdc46419bf272b4de1b3959f87bcb,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0130,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,130,111F,111Fa,225,233,9106,9118,10038,10050,n\in\Bbb N,n\in\Bbb N,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,d213946df59f2b85be55436de61a489b7c24c216dfb26056fc2946b32c730709,02bb197ae0de627eb1861382dcf81826f92f1895770d739be7f05b2435488186,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0131,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,131,111F,111Fa,225,234,9124,9179,10056,10111,\bigcup_{k\in K}E_k=\bigcup_{n\in\Bbb N}E'_n\in\Sigma,\bigcup_{k\in K}E_k=\bigcup_{n\in\Bbb N}E'_n\in\Sigma,956e7215a9fa63b8add174203efc7ef22e131b9032ff2a9a8c913d305ef0d723,956e7215a9fa63b8add174203efc7ef22e131b9032ff2a9a8c913d305ef0d723,12a0cbc2877dad54f00bbcf15d92605d1e3985424e20f803440291cd86b14732,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0132,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,132,111F,111Fa,226,235,9208,9221,10138,10151,K=\emptyset,K=\emptyset,71fdd19af8503083c71fadcc8bf47d4b61be9c6f3e0558ee353644e527a343a7,71fdd19af8503083c71fadcc8bf47d4b61be9c6f3e0558ee353644e527a343a7,71fdd19af8503083c71fadcc8bf47d4b61be9c6f3e0558ee353644e527a343a7,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0133,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111FA,133,111F,111Fa,227,236,9271,9292,10200,10221,\bigcup_{k\in K}E_k,\bigcup_{k\in K}E_k,2a007e2309abdae9b48a53205a85b80663611ad71e06249ba8288c0b49179740,2a007e2309abdae9b48a53205a85b80663611ad71e06249ba8288c0b49179740,84b16a74a4416c8a7ea2ea429ac935a7ff7d0979acf5113e3669fc0d501869ea,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
