schema_version,record_type,id,rights_id,resource_kind,uri,local_path,bytes,sha256,rows,file_count,expanded_bytes,relation,verification_status,provenance
1.1.0,resource,O007-RESOURCE-MTI-SKELETON,,volume1-index-translation-skeleton,,workload/index/mti-volume1-translation-skeleton.jsonl,997141,7aed50d50a992339e8372399ed66d12dad337d4cfe9d91a720c1c1f8655397fb,731,,,731 stable source-anchored translation units for the Volume-I-active index,731 unique consecutive units verified,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MTI-DEFECTS,,volume1-index-defect-overlay,,workload/index/mti-volume1-defect-overlay.jsonl,4199,461ec18d1277cf908610d4b4696278eda510b9b6ba966a1809e452f29a190c75,5,,,five exact non-authority-mutating Volume I index projection corrections,five active overlays replayed,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MTI-PROJECTION-QA,,volume1-index-projection-receipt,,qa/mti-volume1-projection-report.json,3650,5fabcd365b3f6aa31a855a4121b92d65b531cb63036fccc32942ee26ca964a1d,,,,deterministic Volume-I-active index projection census and authority identity,status=pass and projector replay verified,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MTI-TRANSLATIONS,,volume1-index-translation-records,,backend/index/mti-volume1-translations-id.jsonl,1155992,0dab35df4b544ef93df2d06a0ea4d0e6e5abbe4182400cc00df2ab0f26856f3a,731,,,731 validated source-target index translation records,exact deterministic renderer output,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,resource,O007-RESOURCE-MTI-TARGET,,complete-id-ID-volume1-index,,source/id-ID/mti.tex,36790,3ef6caa5a23f5d279bec80cae8742385a19c242b54fc3b93f6b4944359724ad0,,,,complete rendered Volume-I-active id-ID index source,exact deterministic renderer output; reader admission is external,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-TRANSLATIONS"",""O007-RESOURCE-MTI-DEFECTS""]}"
1.1.0,resource,O007-RESOURCE-MTI-RENDER-QA,,volume1-index-render-receipt,,qa/mti-volume1-translation-render.json,2312,fffd688f3402723860ee1311711e3dedc87d1ff154258bf4945c6fd6835f1fcf,,,,passing immutable-TeX and exact-coverage receipt for the localized Volume I index,status=pass and exact deterministic replay verified,"{""basis"":""Exact local closure witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-backend-closure"",""source_resource_ids"":[""O007-RESOURCE-MTI-TARGET"",""O007-RESOURCE-MTI-TRANSLATIONS""]}"
1.1.0,resource,O007-RESOURCE-MODEL-PROVENANCE,,model-provenance-note,,backend/volume1-closure/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the Volume I Indonesian derivative and backend closure,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-CH22-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.9/snapshots/v0.13.0-chapter22-source-corrections.csv,34636,ab1077b896a4746e866669171d6035bd793f540168650d1abcdc68d4777c193b,68,,,exact cumulative source-to-target correction ledger through Volume II Chapter 22,68 unique correction IDs; Chapter 22 rows 0043-0068 bounded and parsed under the immutable file hash,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT22-SOURCE"",""O007-RESOURCE-MT221-SOURCE"",""O007-RESOURCE-MT222-SOURCE"",""O007-RESOURCE-MT223-SOURCE"",""O007-RESOURCE-MT224-SOURCE"",""O007-RESOURCE-MT225-SOURCE"",""O007-RESOURCE-MT226-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH22-SEMANTIC-REVIEW,,consolidated-semantic-review,,qa/chapter22-semantic-review.json,5013,91a6202ee6f2753d4c610a6c0f5d4793693ea981e16acabf03f6eb8e65431a49,,,,complete semantic review for the Chapter 22 introduction and Sections 221-226,"status=pass; exact seven-unit, pages 55-95 boundary","{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT22-SOURCE"",""O007-RESOURCE-MT221-SOURCE"",""O007-RESOURCE-MT222-SOURCE"",""O007-RESOURCE-MT223-SOURCE"",""O007-RESOURCE-MT224-SOURCE"",""O007-RESOURCE-MT225-SOURCE"",""O007-RESOURCE-MT226-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH22-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.8/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the Volume II Chapter 22 Indonesian backend checkpoint,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-MT22-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt22.tex,2902,1406376c53ac5dd2def9f7f676b09ff79af61a46cfba0cd0d2b50b3b84993a1d,,,,official mt2.2016 authority member for O007-FREMLIN-V2-CH22-INTRO,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT22-TARGET,,translated-target,,source/id-ID/mt22.tex,3077,80d0796310e2808bf6f88aa5ba0934e74b963aa577421d08cf0d8df7de178bdb,,,,complete id-ID editable target for O007-FREMLIN-V2-CH22-INTRO,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT22-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT22-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt22-structural-qa.json,1603,1a625bafa4ef45e22618c19b5dcb8b126bdf389e696d84d5cde9b0ad48e1720d,,,,source-target structural replay for O007-FREMLIN-V2-CH22-INTRO,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT22-SOURCE"",""O007-RESOURCE-MT22-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT221-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt221.tex,12734,e99d61ec142367b23394baf39cc30a525d26d46f4c0c481f6c59184aff6efc3e,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S221,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT221-TARGET,,translated-target,,source/id-ID/mt221.tex,14500,4cdb7083d2256342100a485330627827ebfdae3ab44a1aa75f89f6be2de2453b,,,,complete id-ID editable target for O007-FREMLIN-V2-S221,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT221-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT221-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt221-structural-qa.json,1754,a3bfd325205402aae26156383d16301afa4523b68f2e8631563cbe264bac7bcd,,,,source-target structural replay for O007-FREMLIN-V2-S221,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT221-SOURCE"",""O007-RESOURCE-MT221-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT222-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt222.tex,36080,254076a7e3cc31cf27bd804f4c62b4faf63b4f965cb30a1325bec951793312c4,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S222,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT222-TARGET,,translated-target,,source/id-ID/mt222.tex,37626,4356f1772dd33447024fbb1855619ac2e1bbfffbd9f5debf13c8aa43cef0152d,,,,complete id-ID editable target for O007-FREMLIN-V2-S222,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT222-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT222-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt222-structural-qa.json,4762,c33d5fce9373d76944f8c53293b5dfb72c596e6fc14db95949a03082d09699d0,,,,source-target structural replay for O007-FREMLIN-V2-S222,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT222-SOURCE"",""O007-RESOURCE-MT222-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT223-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt223.tex,16259,d8ed5797d9478e1f5421c5f23f36fbdfa26e833992ed067f44c006d0c3a40760,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S223,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT223-TARGET,,translated-target,,source/id-ID/mt223.tex,16570,e512adcc6297db3fb52862eed42199929aa596d17d8a57ee9961c38d173b94ce,,,,complete id-ID editable target for O007-FREMLIN-V2-S223,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT223-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT223-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt223-structural-qa.json,2376,2d0a95b1b71eacd7fa5df0a2f51caab713cc0834e201915cdfbe2b408d30a32a,,,,source-target structural replay for O007-FREMLIN-V2-S223,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT223-SOURCE"",""O007-RESOURCE-MT223-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT224-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt224.tex,31804,de4302ee8f5992cda3d221d95df6280cbba9ef4b85e252736da5ced2e85fd21c,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S224,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT224-TARGET,,translated-target,,source/id-ID/mt224.tex,34064,18e8e226c77e4f7f488ebfdc32eaf5060717f95ce29caf10443c401b6b96dc5c,,,,complete id-ID editable target for O007-FREMLIN-V2-S224,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT224-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT224-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt224-structural-qa.json,4592,1fedc96b91d91e5dedcc2f965fd490910f6f76b880654399e5837e06ec8b648b,,,,source-target structural replay for O007-FREMLIN-V2-S224,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT224-SOURCE"",""O007-RESOURCE-MT224-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT225-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt225.tex,42546,f1eab749b74af0c8ebe717c6feb3268fdb2c608964d89e32eba0be912d8b6bc1,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S225,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT225-TARGET,,translated-target,,source/id-ID/mt225.tex,45150,f52b0bc59447a580edbbea026a893c40cac080d3b7d8baea17d0a8608651855c,,,,complete id-ID editable target for O007-FREMLIN-V2-S225,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT225-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT225-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt225-structural-qa.json,5385,5692d86727c186b9e4bc85702d2a366fa492cf92c2ed0d11e46250f457741e9f,,,,source-target structural replay for O007-FREMLIN-V2-S225,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT225-SOURCE"",""O007-RESOURCE-MT225-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT226-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt226.tex,26818,8257cb375a83e7c8539b4bb550954e4c1166e236e0629099c24e04174573134e,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S226,frozen official source bytes verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT226-TARGET,,translated-target,,source/id-ID/mt226.tex,29323,1a3ee4ac2e0cdcd63d73172ec974ed5b3250dc4c65535a662b175a56e0fd23a8,,,,complete id-ID editable target for O007-FREMLIN-V2-S226,structural and semantic QA pass; backend checkpoint remains pending reader admission,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT226-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT226-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt226-structural-qa.json,4055,cd7a029eb8fd0c8e54fabaa89ceb6494f25c18efff4b61902442ef8f12ad0438,,,,source-target structural replay for O007-FREMLIN-V2-S226,pass=true; exact source and target identities verified,"{""basis"":""Exact Chapter 22 witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter22-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT226-SOURCE"",""O007-RESOURCE-MT226-TARGET""]}"
1.1.0,resource,O007-RESOURCE-CH21-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.10/snapshots/inherited-v1.9-chapter21-source-corrections.csv,45994,ccb89e7faee5780b23e7c3a3fbdb6f4c1014b8de8f177252eb371040b44a44a3,90,,,exact cumulative source-to-target correction ledger through Volume II Chapter 21,90 unique correction IDs; Chapter 21 rows are exact and unit-scoped,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT21-SOURCE"",""O007-RESOURCE-MT211-SOURCE"",""O007-RESOURCE-MT212-SOURCE"",""O007-RESOURCE-MT213-SOURCE"",""O007-RESOURCE-MT214-SOURCE"",""O007-RESOURCE-MT215-SOURCE"",""O007-RESOURCE-MT216-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH21-TERMINOLOGY-DECISIONS,,terminology-decision-log,,backend/catalog-v1.10/snapshots/inherited-v1.9-chapter21-terminology-decisions.md,9292,ae548382bbee2cbb0e3346a52c65fe3ea8813e7d637f57f591c741d25e772ac7,,,,current Indonesian terminology decisions including Chapter 21,Chapter 21 preferred terms and lexical aljabar-sigma localization are explicit,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT21-SOURCE"",""O007-RESOURCE-MT211-SOURCE"",""O007-RESOURCE-MT212-SOURCE"",""O007-RESOURCE-MT213-SOURCE"",""O007-RESOURCE-MT214-SOURCE"",""O007-RESOURCE-MT215-SOURCE"",""O007-RESOURCE-MT216-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH21-SEMANTIC-REVIEW,,owner-semantic-review,,qa/chapter21-owner-semantic-review.json,6355,118c707318c78cea33198e827cadd025834b085c5a3783688dd0dd2302778b80,,,,owner-integrated semantic review for mt21 and mt211-mt216,verdict=owner_admissible_for_backend_and_reader_build; official pages 12-54,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT21-SOURCE"",""O007-RESOURCE-MT211-SOURCE"",""O007-RESOURCE-MT212-SOURCE"",""O007-RESOURCE-MT213-SOURCE"",""O007-RESOURCE-MT214-SOURCE"",""O007-RESOURCE-MT215-SOURCE"",""O007-RESOURCE-MT216-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH21-HELPER-INTAKE,,helper-packet-intake-receipt,,qa/chapter21-helper-intake.json,25957,8c9e1de047a1abc8356157601b9dc145d2acc6c6906af421b0d906d59aad9ad7,,,,verified HP-D10-001 alternate-packet intake before owner correction and integration,packet hashes and seven frozen source identities exact; raw helper files are not canonical,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT21-SOURCE"",""O007-RESOURCE-MT211-SOURCE"",""O007-RESOURCE-MT212-SOURCE"",""O007-RESOURCE-MT213-SOURCE"",""O007-RESOURCE-MT214-SOURCE"",""O007-RESOURCE-MT215-SOURCE"",""O007-RESOURCE-MT216-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT02-OFFICIAL-CONTENTS,,official-volume-contents-page-map,,authority/fremlin/source/mt2.2016/mt02.tex,14813,46dffa00a989d92e921509c50e96010e28668e910072aea3caf5e8e29614b5b5,,,,official section-start page authority for Volume II,"mt02 fixes starts 211=12, 212=17, 213=23, 214=34, 215=44, 216=48, 221=55","{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-CH21-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.9/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the cumulative Chapter 21-22 Indonesian backend checkpoint,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-MT21-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt21.tex,1994,0f03b56afed7f91f0f4b1144dde69233befd5a4e84ef60ef17dcbb6edb0460ec,,,,official mt2.2016 authority member for O007-FREMLIN-V2-CH21,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT21-TARGET,,translated-target,,source/id-ID/mt21.tex,2092,e74916fba894ae3216f3eb320689b2f4a0bb9bdba100aad8d29936e584c24c30,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-CH21,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT21-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT21-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt21-structural-qa.json,1908,b18bef2f3c0ce94224dab3e78346f696ed072ffc6cf795a23095eb1161380129,,,,source-target structural replay for O007-FREMLIN-V2-CH21,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT21-SOURCE"",""O007-RESOURCE-MT21-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT211-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt211.tex,26533,605701d2b4adab3a7e72db845604b59b4866d1fa02284c127b02fae1a28f830b,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S211,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT211-TARGET,,translated-target,,source/id-ID/mt211.tex,28500,e9d61b8ba61bee4bd127e50e4f93d6f9675f9d7c880a65ca48ebfeeab1b9dccf,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S211,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT211-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT211-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt211-structural-qa.json,5132,6f196c6bcd9e4877341a92480833a0c2e2bed7d9dc6bc87a291317b84496fa61,,,,source-target structural replay for O007-FREMLIN-V2-S211,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT211-SOURCE"",""O007-RESOURCE-MT211-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT212-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt212.tex,27387,6daa43101299cca12ba3c6dec977799deb14bd8f220d35c99acc75fe01368d04,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S212,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT212-TARGET,,translated-target,,source/id-ID/mt212.tex,29990,3fe07863fe180dd0e508e2130dad180db16dcc76b0c829e50c968bd154577421,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S212,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT212-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
1.1.0,resource,O007-RESOURCE-MT212-STRUCTURAL-QA,,structural-qa-receipt,,qa/mt212-structural-qa.json,4933,a7c84b39065981d79a77fd46187fcc1146da2321b996dbcc5a8e61dab4e7f6f6,,,,source-target structural replay for O007-FREMLIN-V2-S212,pass=true; exact source/target identities and allowed math edit topology verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT212-SOURCE"",""O007-RESOURCE-MT212-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT213-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt213.tex,49210,708bdc627b98a2ad9543b71debd06e20f04550c13bc0459d466944fc4f7d7751,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S213,frozen official source bytes verified,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT213-TARGET,,translated-target,,source/id-ID/mt213.tex,53929,5069d0c2274710dfaf07d56b9701750d4d4d31b040276d8152645b1c4aeb1ce0,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S213,structural and owner semantic QA pass; reader admission remains external,"{""basis"":""Exact Chapter 21 owner witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""chapter21-owner-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT213-SOURCE"",""O007-RESOURCE-CH21-HELPER-INTAKE""]}"
