schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121J-PROOF-C,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121J,39,121J,121J-proof-c,121J-proof-c,implicit-subanchor,false,Printed proof clause (c) inside 121J; additive semantic child only.,proof-clause,Printed proof clause,Klausa bukti tercetak,773,775,801,803,29852,29999,30129,30301,1ba23ef96e80f249e164c0057af29815df9c44d05c13477b17973921ee25c45d,7df85d93f463fd25f893a32e79d407710491306ebec5cc1daecd54a765b91f87,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121K,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,40,*121K,121K,121K,explicit,false,Asterisk retained on the exact source anchor; canonical semantic ID omits it.,result,Vector maps and composition,Peta vektor dan komposisi,783,833,811,863,30129,32156,30406,32506,6af02fd5d9fdef7ec25344137fd61fd00d88340c269b973bd469f115bb21ff8f,c29ab3428f01e5a03bcb1166831361c565c9ae745d1e6826aa33680672a688b9,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121KA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121K,41,121K,121Ka,121Ka,implicit-subanchor,false,Printed 121K statement part (a) restored as 121Ka.,result,121K part (a),Bagian 121K(a),789,790,818,820,30438,30554,30780,30899,cc8761ce12c94c893e93e0fd5a42081aee826098b52da5b6fd3ab8aeada36f80,137aae1970f4bb216485601c81f06b5e9255c1a4477b150ea5ad71b630b854f5,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121KB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121K,42,121K,121Kb,121Kb,implicit-subanchor,false,Printed 121K statement part (b) restored as 121Kb.,result,121K part (b),Bagian 121K(b),791,793,821,823,30554,30695,30899,31036,9bbc02854d2a7337848f1a1f1e8645dae2042e676f327a148b39776dbe025692,ab2f0b448e5345bd7c74d221b1b6a9585a96aa852f1bb7255ab9b896e14f87fc,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121X,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,43,121X,121X,121X,explicit,false,,exercise,Basic exercises,Latihan dasar,834,844,864,874,32156,32634,32506,33032,c6a7a7af05876fc4be1e759c127475c93cab9bdca53d39f0dd912dfa2df437c5,a6000273ee8a154d51517f99be447b3b06e573d9ab084acfaa36d6faec94ae41,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121XA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121X,44,121X,121Xa,121Xa,implicit-subanchor,false,Leader 121X prints important exercise (a); the dormant 121Xa header confirms the implicit ID.,exercise,Basic exercise (a),Latihan dasar (a),834,844,864,874,32156,32634,32506,33032,c6a7a7af05876fc4be1e759c127475c93cab9bdca53d39f0dd912dfa2df437c5,a6000273ee8a154d51517f99be447b3b06e573d9ab084acfaa36d6faec94ae41,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121XB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,45,121Xb,121Xb,121Xb,explicit,false,,exercise,Basic exercise (b),Latihan dasar (b),845,859,875,891,32634,33175,33032,33604,75d6a83f798a895d59e45257e72419683dde09986924c66af34c619bcf130c36,f9a4a71f99846c8f017b2eafdb62d1e25983b904fb0280e0b5d4b72a1ed4b90d,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121XC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,46,121Xc,121Xc,121Xc,explicit,false,,exercise,Basic exercise (c),Latihan dasar (c),860,880,892,916,33175,34314,33604,34819,2eb11a0d42322799f710b486a9fa092d4242598484608894d2d77f0cee6afe5c,e8a6b438ec77e706180998b5fb5af3c34d704f6de6b61f55fa5b5b593b00a108,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121XD,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,47,121Xd,121Xd,121Xd,explicit,false,,exercise,Basic exercise (d),Latihan dasar (d),881,893,917,929,34314,34788,34819,35293,dfd33f95028895461eda091d5301b624087f95545f9ba7bfa717bf194b835e3e,5ab5e718d0e4331d648fe7873e9387a14e5b45c3118d0e20254ae8200b88650a,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121XE,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,48,121Xe,121Xe,121Xe,explicit,false,,exercise,Basic exercise (e),Latihan dasar (e),894,906,930,943,34788,35435,35293,36020,e68ecd151a83cf1f2f1ba79df50cfebdea504a98b9af6e15638377901b7b0f34,5b79e399a2e6eed2f3677391580b5613e9c767762fc95bdbdefd427f75a763d2,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121XF,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,49,121Xf,121Xf,121Xf,explicit,false,,exercise,Basic exercise (f),Latihan dasar (f),907,912,944,950,35435,35699,36020,36299,e6d378146e548b21f9f45bce9b68f24b8d37e0f45399390c8a2ee4b061dfb63c,918c7be60d39a8a0531125ee75cc998721f43a18e6ed976069249eae729a60a7,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121Y,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,50,121Y,121Y,121Y,explicit,false,,exercise,Further exercises,Latihan lanjutan,913,929,951,970,35699,36546,36299,37227,a9d080972e074c0deccfb69c0cb6179fcf9f8ea9f7cc1cf20592949ae4b49365,0545e644e56763cbebc6a31b519f3e41b1da55b1f23e2b17610718894638de3a,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121YA,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S121-SEG-121Y,51,121Y,121Ya,121Ya,implicit-subanchor,false,Leader 121Y prints exercise (a); the dormant 121Ya header confirms the implicit ID.,exercise,Further exercise (a),Latihan lanjutan (a),913,929,951,970,35699,36546,36299,37227,a9d080972e074c0deccfb69c0cb6179fcf9f8ea9f7cc1cf20592949ae4b49365,0545e644e56763cbebc6a31b519f3e41b1da55b1f23e2b17610718894638de3a,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121YB,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,52,121Yb,121Yb,121Yb,explicit,false,,exercise,Further exercise (b),Latihan lanjutan (b),930,936,971,978,36546,36874,37227,37610,62b5d8940658fcef79b26343cc207bc166380ea157fbf5ab3d46aade2a5decab,522e185ec3e1bb4639bc5a8f0af4ab78501e5432e75ecffaf7b87cc7df13c9f8,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121YC,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,53,121Yc,121Yc,121Yc,explicit,false,,exercise,Further exercise (c),Latihan lanjutan (c),937,959,979,1005,36874,38114,37610,38987,e0081a9761c07ef02cb8149553e7c7afb92421ce097f7127c20fe92276b4c54c,451e164ddf0d6cedfa212c567869a056a8f4c33beeeeb26b6c626f0fd0b5a125,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121YD,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,54,121Yd,121Yd,121Yd,explicit,false,,exercise,Further exercise (d),Latihan lanjutan (d),960,979,1006,1025,38114,39204,38987,40117,caa9f411b0d5cce59479e658051e039309c7abcd19ca2db5466a14a10cb35f3b,17d0529c8d456ee069b4671dd4dc5b14c182b92302ca8cd0c71abdddd86472f4,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121YE,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,55,121Ye,121Ye,121Ye,explicit,false,,exercise,Further exercise (e),Latihan lanjutan (e),980,1007,1026,1053,39204,40202,40117,41108,357c436cdf279e9154df9f782a1a987745727f08ba12d7d5184b1d4cec623ab0,863de7195a86c0bce8f348aa03524d1095482750dc7aabdc5143dd063592d861,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-S121-SEG-121-NOTES,O007-FREMLIN-V1-S121,O007-RIGHTS-FREMLIN-DSL,,56,121,121,121,explicit,false,,endnotes,Notes and comments,Catatan dan komentar,1008,1054,1054,1102,40202,42988,41108,43920,f7596ad964f511ff46085eeb5aaf03eacf1a8f46b0b16c90283450bcb7fefca6,824d529ada224f23d5e1051c6248ae34093b2dc0c5b880c3c8c473d2a395e1ef,"{""basis"":""exact bounded source and target character ranges; printed clause topology is restored without inventing a source ID"",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
