schema_version,record_type,id,unit_id,rights_id,segment_id,relation_type,order,source_anchor,target_reference,resolution_status,source_locator,target_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-A2-XREF-0016,O007-FREMLIN-V1-A2,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A2-SEGMENT-0008,refers-to-volume1-anchor,16,1A2G,1A2G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a2.tex:160,source/id-ID/mt1a2.tex:158,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0001,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0001,refers-to-volume1-anchor,1,mt1a3,1A3,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:8,source/id-ID/mt1a3.tex:8,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0002,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0002,refers-to-volume1-anchor,2,1A3A,1A3A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:14,source/id-ID/mt1a3.tex:13,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0003,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0002,refers-to-volume1-anchor,3,1A3A,112Ba,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:25,source/id-ID/mt1a3.tex:23,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0004,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0003,refers-to-volume1-anchor,4,1A3Ab,1A3Ab,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:34,source/id-ID/mt1a3.tex:32,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0005,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0004,refers-to-volume1-anchor,5,1A3Ac,1A3Ac,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:58,source/id-ID/mt1a3.tex:55,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0006,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0005,refers-to-volume1-anchor,6,1A3B,1A3B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:85,source/id-ID/mt1a3.tex:83,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0007,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0005,refers-to-volume1-anchor,7,1A3B,135A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:111,source/id-ID/mt1a3.tex:108,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0008,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0005,refers-to-volume1-anchor,8,1A3B,1A3Ac,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:122,source/id-ID/mt1a3.tex:120,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0009,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0005,refers-to-volume1-anchor,9,1A3B,1A3B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:197,source/id-ID/mt1a3.tex:196,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0010,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0006,refers-to-volume1-anchor,10,1A3C,1A3C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:200,source/id-ID/mt1a3.tex:199,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0011,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0006,refers-to-volume1-anchor,11,1A3C,1A3B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:203,source/id-ID/mt1a3.tex:202,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-A3-XREF-0012,O007-FREMLIN-V1-A3,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-A3-SEGMENT-0007,refers-to-volume1-anchor,12,*1A3D,1A3D,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1a3.tex:206,source/id-ID/mt1a3.tex:205,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-CONCORDANCE-XREF-0001,O007-FREMLIN-V1-CONCORDANCE,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-CONCORDANCE-SEGMENT-0001,refers-to-volume1-anchor,1,mt1conc,121Yc,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1conc.tex:31,source/id-ID/mt1conc.tex:31,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-CONCORDANCE-XREF-0002,O007-FREMLIN-V1-CONCORDANCE,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-CONCORDANCE-SEGMENT-0001,refers-to-volume1-anchor,2,mt1conc,132E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1conc.tex:33,source/id-ID/mt1conc.tex:33,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-REFERENCES-XREF-0001,O007-FREMLIN-V1-REFERENCES,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-REFERENCES-SEGMENT-0001,refers-to-volume1-anchor,1,mt1r,132,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1r.tex:34,source/id-ID/mt1r.tex:34,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-REFERENCES-XREF-0002,O007-FREMLIN-V1-REFERENCES,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-REFERENCES-SEGMENT-0001,refers-to-volume1-anchor,2,mt1r,191,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1r.tex:45,source/id-ID/mt1r.tex:45,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-REFERENCES-XREF-0003,O007-FREMLIN-V1-REFERENCES,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-REFERENCES-SEGMENT-0001,refers-to-volume1-anchor,3,mt1r,134C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt1r.tex:57,source/id-ID/mt1r.tex:57,"{""basis"":""Ordered Volume I reference preserved in the id-ID target."",""kind"":""source-target-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0001,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0006,index-refers-to-volume1-anchor,1,O007-FREMLIN-V1-MTI-PE0001,111G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:287,source/id-ID/mti.tex:246,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0002,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0007,index-refers-to-volume1-anchor,2,O007-FREMLIN-V1-MTI-PE0002,114G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:289,source/id-ID/mti.tex:248,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0003,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0007,index-refers-to-volume1-anchor,3,O007-FREMLIN-V1-MTI-PE0002,115G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:289,source/id-ID/mti.tex:248,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0004,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0007,index-refers-to-volume1-anchor,4,O007-FREMLIN-V1-MTI-PE0002,134F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:289,source/id-ID/mti.tex:248,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0005,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0009,index-refers-to-volume1-anchor,5,O007-FREMLIN-V1-MTI-PE0003,134G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:331,source/id-ID/mti.tex:289,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0006,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0009,index-refers-to-volume1-anchor,6,O007-FREMLIN-V1-MTI-PE0003,134H,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:331,source/id-ID/mti.tex:289,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0007,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0011,index-refers-to-volume1-anchor,7,O007-FREMLIN-V1-MTI-PE0004,113C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:338,source/id-ID/mti.tex:295,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0008,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0021,index-refers-to-volume1-anchor,8,O007-FREMLIN-V1-MTI-PE0006,113C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:478,source/id-ID/mti.tex:415,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0009,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0022,index-refers-to-volume1-anchor,9,O007-FREMLIN-V1-MTI-PE0007,131A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:480,source/id-ID/mti.tex:417,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0010,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0024,index-refers-to-volume1-anchor,10,O007-FREMLIN-V1-MTI-PE0008,123,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:528,source/id-ID/mti.tex:457,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0011,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0028,index-refers-to-volume1-anchor,11,O007-FREMLIN-V1-MTI-PE0009,111F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:588,source/id-ID/mti.tex:502,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0012,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0028,index-refers-to-volume1-anchor,12,O007-FREMLIN-V1-MTI-PE0009,1A1C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:588,source/id-ID/mti.tex:502,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0013,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0030,index-refers-to-volume1-anchor,13,O007-FREMLIN-V1-MTI-PE0010,112Bd,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:600,source/id-ID/mti.tex:514,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0014,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0034,index-refers-to-volume1-anchor,14,O007-FREMLIN-V1-MTI-PE0011,135,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:730,source/id-ID/mti.tex:638,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0015,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0036,index-refers-to-volume1-anchor,15,O007-FREMLIN-V1-MTI-PE0012,123B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:755,source/id-ID/mti.tex:656,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0016,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0049,index-refers-to-volume1-anchor,16,O007-FREMLIN-V1-MTI-PE0014,134F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1025,source/id-ID/mti.tex:876,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0017,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0052,index-refers-to-volume1-anchor,17,O007-FREMLIN-V1-MTI-PE0015,122,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1050,source/id-ID/mti.tex:896,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0018,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0053,index-refers-to-volume1-anchor,18,O007-FREMLIN-V1-MTI-PE0016,122O,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1052,source/id-ID/mti.tex:898,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0019,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0054,index-refers-to-volume1-anchor,19,O007-FREMLIN-V1-MTI-PE0017,122P,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1058,source/id-ID/mti.tex:904,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0020,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0054,index-refers-to-volume1-anchor,20,O007-FREMLIN-V1-MTI-PE0017,122R,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1058,source/id-ID/mti.tex:904,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0021,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0055,index-refers-to-volume1-anchor,21,O007-FREMLIN-V1-MTI-PE0018,133A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1062,source/id-ID/mti.tex:908,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0022,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0055,index-refers-to-volume1-anchor,22,O007-FREMLIN-V1-MTI-PE0018,135F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1062,source/id-ID/mti.tex:908,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0023,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0058,index-refers-to-volume1-anchor,23,O007-FREMLIN-V1-MTI-PE0019,114,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1153,source/id-ID/mti.tex:977,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0024,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0058,index-refers-to-volume1-anchor,24,O007-FREMLIN-V1-MTI-PE0019,115,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1153,source/id-ID/mti.tex:977,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0025,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0059,index-refers-to-volume1-anchor,25,O007-FREMLIN-V1-MTI-PE0020,134,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1155,source/id-ID/mti.tex:979,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0026,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0060,index-refers-to-volume1-anchor,26,O007-FREMLIN-V1-MTI-PE0021,123C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1160,source/id-ID/mti.tex:984,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0027,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0062,index-refers-to-volume1-anchor,27,O007-FREMLIN-V1-MTI-PE0022,123A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1164,source/id-ID/mti.tex:988,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0028,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0070,index-refers-to-volume1-anchor,28,O007-FREMLIN-V1-MTI-PE0024,132E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1315,source/id-ID/mti.tex:1115,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0029,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0072,index-refers-to-volume1-anchor,29,O007-FREMLIN-V1-MTI-PE0026,121,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1321,source/id-ID/mti.tex:1121,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0030,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0073,index-refers-to-volume1-anchor,30,O007-FREMLIN-V1-MTI-PE0027,121E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1323,source/id-ID/mti.tex:1123,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0031,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0074,index-refers-to-volume1-anchor,31,O007-FREMLIN-V1-MTI-PE0028,121F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1325,source/id-ID/mti.tex:1125,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0032,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0076,index-refers-to-volume1-anchor,32,O007-FREMLIN-V1-MTI-PE0029,112,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1356,source/id-ID/mti.tex:1154,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0033,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0078,index-refers-to-volume1-anchor,33,O007-FREMLIN-V1-MTI-PE0030,136B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1372,source/id-ID/mti.tex:1169,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0034,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0082,index-refers-to-volume1-anchor,34,O007-FREMLIN-V1-MTI-PE0031,134B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1402,source/id-ID/mti.tex:1194,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0035,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0087,index-refers-to-volume1-anchor,35,O007-FREMLIN-V1-MTI-PE0032,132A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1448,source/id-ID/mti.tex:1235,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0036,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0088,index-refers-to-volume1-anchor,36,O007-FREMLIN-V1-MTI-PE0033,134F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1450,source/id-ID/mti.tex:1237,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0037,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0091,index-refers-to-volume1-anchor,37,O007-FREMLIN-V1-MTI-PE0035,131,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:1885,source/id-ID/mti.tex:1601,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0038,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0092,index-refers-to-volume1-anchor,38,O007-FREMLIN-V1-MTI-PE0036,111,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:2220,source/id-ID/mti.tex:1894,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0039,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0094,index-refers-to-volume1-anchor,39,O007-FREMLIN-V1-MTI-PE0037,136B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:2222,source/id-ID/mti.tex:1896,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0040,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0094,index-refers-to-volume1-anchor,40,O007-FREMLIN-V1-MTI-PE0037,136G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:2222,source/id-ID/mti.tex:1896,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0041,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0101,index-refers-to-volume1-anchor,41,O007-FREMLIN-V1-MTI-GE0001,136Xg,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:2373,source/id-ID/mti.tex:1997,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
1.1.0,xref,O007-FREMLIN-V1-MTI-XREF-0042,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-MTI-SEGMENT-0104,index-refers-to-volume1-anchor,42,O007-FREMLIN-V1-MTI-GE0002,113Yi,resolved-in-corpus,authority/fremlin/source/mt1.2011/mti.tex:2466,source/id-ID/mti.tex:2032,"{""basis"":""Ordered Volume I index reference preserved exactly."",""kind"":""index-xref-map""}"
