schema_version,record_type,id,unit_id,rights_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-FRONT-MT10-SEGMENT-0001,O007-FREMLIN-V1-FRONT-MT10,O007-RIGHTS-FREMLIN-DSL,1,mt10,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,unit-metadata,false,,complete-source-member,1,402,1,404,0,13705,0,14003,583e6a9e306d6eb4776df5260d04f8296cf27bb97aa740d8003802c12f5de452,e5d7a1cb3403ad14ac188e64fa19f1efbb6964df5a9af7793ee03d338b606faf,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT10-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0197,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,197,O007-FREMLIN-V1-MTI-GE0027,O007-FREMLIN-V1-MTI-T0197,O007-FREMLIN-V1-MTI-T0197,explicit,false,,index-index_entry,4926,4930,3158,3158,132672,132717,11783,11831,10113522c7d7184aaeec68a8ee310f9ce30871c167cdf04f9f48457d524d8d09,bdacd98c33a78631d1dc2cf736c1ae724dd8588e485681255ea93d1466188be7,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0198,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,198,O007-FREMLIN-V1-MTI-GE0028,O007-FREMLIN-V1-MTI-T0198,O007-FREMLIN-V1-MTI-T0198,explicit,false,,index-index_entry,4943,4944,3166,3166,133027,133064,11839,11876,7d71f2eeb3181d2300dd2bfb51d4e2c48b23748dd3b1e9d4b08fb7d2793421a3,2b0aa20e69676fd2279ee06bd980d14ac9c1e09c0a7c5f76c2cafc2c7eff85f8,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0199,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,199,O007-FREMLIN-V1-MTI-H0127,O007-FREMLIN-V1-MTI-T0199,O007-FREMLIN-V1-MTI-T0199,explicit,false,,index-index_heading,5097,5097,3222,3222,137798,137820,11932,11956,8e0822d4d1f2afdb4fdfbb3e424a89074db2d9421b8ea338fb8b5c68f0770764,f8df76db201f935d5024245d03b2cdd266142f20859ad8a8fc2f107227de15e8,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0200,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,200,O007-FREMLIN-V1-MTI-GE0029,O007-FREMLIN-V1-MTI-T0200,O007-FREMLIN-V1-MTI-T0200,explicit,false,,index-index_entry,5097,5105,3223,3223,137821,137879,11957,12013,f02ba85470dd92320fdbfd2ff1dd23c4ff3045c3a886ea73b9b9ba189fbf6f36,b8cb0b4776cf110b074e4f9e0e5cbe29a273e1e77a9431a529232662ace11cff,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0201,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,201,O007-FREMLIN-V1-MTI-H0128,O007-FREMLIN-V1-MTI-T0201,O007-FREMLIN-V1-MTI-T0201,explicit,false,,index-index_heading,5117,5117,3232,3232,138373,138392,12022,12043,e0160efc9cc903cd51a4a489e1373ffdd7cf42f5fa44aca8d39ea140330e3677,d19ce1c5c515abc503386ddc34a3c530944483fbc871ed2efa1b1f4d2963e70c,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0202,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,202,O007-FREMLIN-V1-MTI-GE0030,O007-FREMLIN-V1-MTI-T0202,O007-FREMLIN-V1-MTI-T0202,explicit,false,,index-index_entry,5117,5118,3233,3233,138393,138441,12044,12093,83659fc922f296788dbfd9c31184534785e3af82b6cfd22c9543d06245d5ffbe,de4449c4af03d17b8f8ad5d64dc3470b8db2e110068851933bfe709c625d22f9,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0203,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,203,O007-FREMLIN-V1-MTI-H0129,O007-FREMLIN-V1-MTI-T0203,O007-FREMLIN-V1-MTI-T0203,explicit,false,,index-index_heading,5173,5173,3256,3256,140227,140247,12116,12136,754984a937648ac8926400800980b74f7ef91124e9083a62c9f5cd3efdf55f47,8f00fb78912fd74509a114bcbe6d9e651fb3733547df10aa190c91b7f7371a1a,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0204,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,204,O007-FREMLIN-V1-MTI-H0130,O007-FREMLIN-V1-MTI-T0204,O007-FREMLIN-V1-MTI-T0204,explicit,false,,index-index_heading,5182,5182,3261,3261,140451,140470,12141,12161,0d60afa7b953ef7749c2112cca25f002ef2c2a993121c418bb704df9feee0a0f,b4170325d83e82a5280b410282771811a9f427666f6907edf00f503f81c67a62,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0205,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,205,O007-FREMLIN-V1-MTI-H0131,O007-FREMLIN-V1-MTI-T0205,O007-FREMLIN-V1-MTI-T0205,explicit,false,,index-index_heading,5188,5188,3264,3264,140608,140628,12164,12184,da7f4cdf751f5405d3b31654984d451536033fd5dc9366d30017519ccf6b752f,3bdbf9c989cd2f26d7317b77f25e172caa3d255ab3f45c7f021ceb8f16a27427,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0206,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,206,O007-FREMLIN-V1-MTI-H0132,O007-FREMLIN-V1-MTI-T0206,O007-FREMLIN-V1-MTI-T0206,explicit,false,,index-index_heading,5193,5193,3267,3267,140719,140741,12187,12209,cda7abcc6dcf7cbac6e08bf8db8ce58097d6bfe4119289a893c8b4db6052b85b,eab6ca5b53ec02e929fe05036f8647988bd9594ac066a601d702426f04b0b39e,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0207,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,207,O007-FREMLIN-V1-MTI-H0133,O007-FREMLIN-V1-MTI-T0207,O007-FREMLIN-V1-MTI-T0207,explicit,false,,index-index_heading,5212,5212,3278,3278,141109,141129,12233,12253,ab40d909328c3c6f9c43b30d9db5c69bcc357936479366a9efee3b8b9971391e,ab40d909328c3c6f9c43b30d9db5c69bcc357936479366a9efee3b8b9971391e,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0208,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,208,O007-FREMLIN-V1-MTI-H0134,O007-FREMLIN-V1-MTI-T0208,O007-FREMLIN-V1-MTI-T0208,explicit,false,,index-index_heading,5218,5218,3283,3283,141186,141209,12258,12281,d39d7d53d35ade379a826638b8b8a5e9b163eb1ae87c87c8bca9467844e478d5,d39d7d53d35ade379a826638b8b8a5e9b163eb1ae87c87c8bca9467844e478d5,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0209,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,209,O007-FREMLIN-V1-MTI-H0135,O007-FREMLIN-V1-MTI-T0209,O007-FREMLIN-V1-MTI-T0209,explicit,false,,index-index_heading,5224,5224,3288,3288,141295,141316,12286,12307,efdafcee7eaaa545bfb4a4e94e9c6bdaa29e64df4686eb23e3b094800a03ca8c,0888613e579108ee2cf26b00edadc8133f95ea52c7707c4fad8b03c3c330674e,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0210,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,210,O007-FREMLIN-V1-MTI-H0136,O007-FREMLIN-V1-MTI-T0210,O007-FREMLIN-V1-MTI-T0210,explicit,false,,index-index_heading,5236,5236,3296,3296,141540,141567,12315,12340,5d91cde927829a59b36316fb0e00039ef5903b9cec521bd63f73323040e7a582,cea1b251f7dd3d687defd8cb414369e5f9e17f9852f77c40621dcadc3f0730b9,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0211,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,211,O007-FREMLIN-V1-MTI-H0137,O007-FREMLIN-V1-MTI-T0211,O007-FREMLIN-V1-MTI-T0211,explicit,false,,index-index_heading,5249,5249,3301,3301,141928,141952,12345,12366,c1a2392cca294588fd1561daad8afa79f1553e6b9b1053308bad580646042a01,b94f474bf35473c77355781b757cc206bedfbb4771f328bf881311c8a981a457,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0212,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,212,O007-FREMLIN-V1-MTI-H0138,O007-FREMLIN-V1-MTI-T0212,O007-FREMLIN-V1-MTI-T0212,explicit,false,,index-index_heading,5265,5265,3306,3306,142444,142466,12371,12393,5f21e9ca6579c3fd08a603674ee638f89f60a2ad97ff732dc1cf51c4629b793f,5f21e9ca6579c3fd08a603674ee638f89f60a2ad97ff732dc1cf51c4629b793f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0213,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,213,O007-FREMLIN-V1-MTI-GE0031,O007-FREMLIN-V1-MTI-T0213,O007-FREMLIN-V1-MTI-T0213,explicit,false,Logical segment is the ordered concatenation of 2 authority spans and 1 rendered target spans; envelope offsets are reported.,index-index_entry,5289,5294,3309,3310,143486,143552,12396,12444,e9fb7fd3bdbef4f1e62b51b821e10877677c9816da15ccbc031d079a7ca42de7,16c3dcdd42e47c1f761018839c67f6fd2c7041e32fe769722d4ad3cda9ae602f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0214,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,214,O007-FREMLIN-V1-MTI-H0139,O007-FREMLIN-V1-MTI-T0214,O007-FREMLIN-V1-MTI-T0214,explicit,false,,index-index_heading,5436,5436,3364,3364,148347,148371,12498,12519,b40a143d98e56dbc164774f0cc57ae2be587a847c6a196a7727e3c121551d7c4,a10d8e21e0fc9e8f88f2ab68067ec63d539f358078cd41bdc07adc8c80ce92d3,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0215,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,215,O007-FREMLIN-V1-MTI-GE0032,O007-FREMLIN-V1-MTI-T0215,O007-FREMLIN-V1-MTI-T0215,explicit,false,Logical segment is the ordered concatenation of 4 authority spans and 1 rendered target spans; envelope offsets are reported.,index-index_entry,5436,5442,3365,3365,148372,148673,12520,12569,4c98938e04404b5e8c149ee0242515ffc03d33bc176a631c6066ba0eeabf7c8a,0e5e682b399e5250c6e169b306cef9daa4bc677823919e7cb7a6f2a9825111ac,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0216,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,216,O007-FREMLIN-V1-MTI-H0140,O007-FREMLIN-V1-MTI-T0216,O007-FREMLIN-V1-MTI-T0216,explicit,false,,index-index_heading,5465,5465,3378,3378,149190,149215,12582,12606,195f5c6600acfcb298ae2e892b2537b59dda864b527012d4573943e8e8e91b55,edd82642bd9d78dcb45aee1b2efc3e1b8e760516e3a773c290904ef0718afe72,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0217,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,217,O007-FREMLIN-V1-MTI-H0141,O007-FREMLIN-V1-MTI-T0217,O007-FREMLIN-V1-MTI-T0217,explicit,false,,index-index_heading,5469,5469,3381,3381,149256,149280,12609,12633,4d176af386cfadf45d0d2cce7d420f93f79942d41960380361397bae1fa10163,b56eb51be2690959f503bd61150e0d2ccd18843fc449bfb5c252c042676b04de,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0218,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,218,O007-FREMLIN-V1-MTI-H0142,O007-FREMLIN-V1-MTI-T0218,O007-FREMLIN-V1-MTI-T0218,explicit,false,,index-index_heading,5485,5485,3389,3389,149706,149725,12641,12660,28b4f90e37634c5dde7bbaa1888603ebcb0840de18f80080681cff2bd62d4bc0,b58753e660ae82e5092181edcfd086876ef5844eb4539c6bade577f29ed6fe2d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0219,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,219,O007-FREMLIN-V1-MTI-GE0033,O007-FREMLIN-V1-MTI-T0219,O007-FREMLIN-V1-MTI-T0219,explicit,false,,index-index_entry,5485,5486,3390,3390,149726,149782,12661,12712,b666fcafe0b854564c00deef6f3bc98ead51cd130dc57f3034f59424df522882,d78ae64a0606982726fc460d9e29ce592fe9a40354c0ac9a50974565bbe64e3e,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0220,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,220,O007-FREMLIN-V1-MTI-H0143,O007-FREMLIN-V1-MTI-T0220,O007-FREMLIN-V1-MTI-T0220,explicit,false,,index-index_heading,5504,5504,3402,3402,150121,150152,12724,12756,7f30ecc58c8add5d1f41468067a42a2b601e71436ecc95c9e42f25270ec7fa2b,a4a86cbba7cabb984b0ff18cf8fc9284e71bf7d292790f23b9a4640272013b64,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0221,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,221,O007-FREMLIN-V1-MTI-H0144,O007-FREMLIN-V1-MTI-T0221,O007-FREMLIN-V1-MTI-T0221,explicit,false,,index-index_heading,5508,5508,3405,3405,150204,150232,12759,12795,2f4a19b9a18a247e2a744ab58ddf0f9cc1fe4aea89eb5546edd4fcecea4389f7,c546601966563b42138e19650b203d1ab38e4a0c638a5c772c53f7270d2facac,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0222,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,222,O007-FREMLIN-V1-MTI-GE0034,O007-FREMLIN-V1-MTI-T0222,O007-FREMLIN-V1-MTI-T0222,explicit,false,,index-index_entry,5508,5520,3406,3406,150233,150279,12796,12851,f903f127fa1048a1d5bb05322af0384bf7c42c039812b22181c523750bcbefac,99f6f2afb2ad296c5d8895ecd907a5e98247aba7c7adb508bd725ea9d5e4e4b5,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0223,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,223,O007-FREMLIN-V1-MTI-H0145,O007-FREMLIN-V1-MTI-T0223,O007-FREMLIN-V1-MTI-T0223,explicit,false,,index-index_heading,5528,5528,3410,3410,150930,150959,12855,12886,c4219b0f681cb93cdc0ddb2088e9dc8de413bcb4281540b11e50e12711bc7dfe,41d9c78caa9fde3b71e996248701b03823478eb2be6bba28deb93b21d3efdb17,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0224,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,224,O007-FREMLIN-V1-MTI-GE0035,O007-FREMLIN-V1-MTI-T0224,O007-FREMLIN-V1-MTI-T0224,explicit,false,,index-index_entry,5528,5529,3411,3411,150960,151000,12887,12928,d5afc74ac64b73950c8b33d01f1b9650b98429f33573d4168dea30f5a7e74fa9,ccc4ca7c873c3c8f7bfeff3d0b92c053261e4e1c6a1ed2b17e8a15163bb7d200,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0225,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,225,O007-FREMLIN-V1-MTI-H0146,O007-FREMLIN-V1-MTI-T0225,O007-FREMLIN-V1-MTI-T0225,explicit,false,,index-index_heading,5531,5531,3413,3413,151002,151024,12930,12952,75672f5009ac60a70914c11f65aaaa766f7a512c3fb389f28fa97bb4a49612b9,80696c62db67ff30fb980749b8d304bfc537479d0f189a351371b0cbb0ea1a38,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0226,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,226,O007-FREMLIN-V1-MTI-H0147,O007-FREMLIN-V1-MTI-T0226,O007-FREMLIN-V1-MTI-T0226,explicit,false,,index-index_heading,5535,5535,3416,3416,151093,151115,12955,12977,9a774a18b88d1062442c510de887c810ffce8e974eae8d1a1cca79cd8edaf5ec,9c5e600b0bbe7a830131557e4709a4749631d85efd70cdb9b66a50b50caa79e1,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0227,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,227,O007-FREMLIN-V1-MTI-H0148,O007-FREMLIN-V1-MTI-T0227,O007-FREMLIN-V1-MTI-T0227,explicit,false,,index-index_heading,5551,5551,3427,3427,151439,151458,12988,13007,9044ab16a993dac3a78108f6b7fc79538134956c4208210ae17961156eee168d,9044ab16a993dac3a78108f6b7fc79538134956c4208210ae17961156eee168d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0228,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,228,O007-FREMLIN-V1-MTI-GE0036,O007-FREMLIN-V1-MTI-T0228,O007-FREMLIN-V1-MTI-T0228,explicit,false,,index-index_entry,5551,5555,3428,3428,151459,151484,13008,13032,5677702863714873d9154fb34d2c7ba79b84865914ad0acecc0ce7deab438bb6,08d7247073471a84a71c594215cfcfb4eb5e7e1d246d83f43cd09e6292fd4c1b,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0229,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,229,O007-FREMLIN-V1-MTI-H0149,O007-FREMLIN-V1-MTI-T0229,O007-FREMLIN-V1-MTI-T0229,explicit,false,,index-index_heading,5557,5557,3430,3430,151643,151663,13034,13056,42c2d80a1c96f1fcc6108865ce4890bbea5fbc91503ca0cef18075a533d6db7e,0428c27dce739caac4b3fdee4bc16884c9cfa9cce5dc50450526e0aa9d7ff5e9,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
